STATION,NAME,DATE,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN
USC00042706,"EL CAJON, CA US",6/11/2010,,0,0,0,68,57
USC00042706,"EL CAJON, CA US",6/12/2010,,0,0,0,72,60
USC00042706,"EL CAJON, CA US",6/13/2010,,0,0,0,81,61
USC00042706,"EL CAJON, CA US",6/14/2010,,0,0,0,88,57
USC00042706,"EL CAJON, CA US",6/15/2010,,0,0,0,86,61
USC00042706,"EL CAJON, CA US",6/16/2010,,0,0,0,86,57
USC00042706,"EL CAJON, CA US",6/17/2010,,0,0,0,81,54
USC00042706,"EL CAJON, CA US",6/18/2010,,0,0,0,79,52
USC00042706,"EL CAJON, CA US",6/19/2010,,0,0,0,75,62
USC00042706,"EL CAJON, CA US",6/20/2010,,0,0,0,81,54
USC00042706,"EL CAJON, CA US",6/21/2010,,0,0,0,76,55
USC00042706,"EL CAJON, CA US",6/22/2010,,0,0,0,80,53
USC00042706,"EL CAJON, CA US",6/23/2010,,0,0,0,83,57
USC00042706,"EL CAJON, CA US",6/24/2010,,0,0,0,82,61
USC00042706,"EL CAJON, CA US",6/25/2010,,0,0,0,83,54
USC00042706,"EL CAJON, CA US",6/26/2010,,0,0,0,76,60
USC00042706,"EL CAJON, CA US",6/27/2010,,0,0,0,75,60
USC00042706,"EL CAJON, CA US",6/28/2010,,0,0,0,73,60
USC00042706,"EL CAJON, CA US",6/29/2010,,0,0,0,78,61
USC00042706,"EL CAJON, CA US",6/30/2010,,0,0,0,84,61
USC00042706,"EL CAJON, CA US",7/1/2010,,0,0,0,88,61
USC00042706,"EL CAJON, CA US",7/2/2010,,0,0,0,85,59
USC00042706,"EL CAJON, CA US",7/3/2010,,0,0,0,85,58
USC00042706,"EL CAJON, CA US",7/4/2010,,0,0,0,75,58
USC00042706,"EL CAJON, CA US",7/5/2010,,0,0,0,75,60
USC00042706,"EL CAJON, CA US",7/6/2010,,0,0,0,78,61
USC00042706,"EL CAJON, CA US",7/7/2010,,0,0,0,75,59
USC00042706,"EL CAJON, CA US",7/8/2010,,0,0,0,76,59
USC00042706,"EL CAJON, CA US",7/9/2010,,0,0,0,78,59
USC00042706,"EL CAJON, CA US",7/10/2010,,0,0,0,79,59
USC00042706,"EL CAJON, CA US",7/11/2010,,0,0,0,81,59
USC00042706,"EL CAJON, CA US",7/12/2010,,0,0,0,86,59
USC00042706,"EL CAJON, CA US",7/13/2010,,0,0,0,93,60
USC00042706,"EL CAJON, CA US",7/14/2010,,0,0,0,97,65
USC00042706,"EL CAJON, CA US",7/15/2010,,0,0,0,98,68
USC00042706,"EL CAJON, CA US",7/16/2010,,0,0,0,103,71
USC00042706,"EL CAJON, CA US",7/17/2010,,0,0,0,99,69
USC00042706,"EL CAJON, CA US",7/18/2010,,0,0,0,88,65
USC00042706,"EL CAJON, CA US",7/19/2010,,0,0,0,,
USC00042706,"EL CAJON, CA US",7/20/2010,,0,0,0,85,61
USC00042706,"EL CAJON, CA US",7/21/2010,,0,0,0,81,63
USC00042706,"EL CAJON, CA US",7/22/2010,,0,0,0,85,61
USC00042706,"EL CAJON, CA US",7/23/2010,,0,0,0,82,59
USC00042706,"EL CAJON, CA US",7/24/2010,,0,0,0,86,62
USC00042706,"EL CAJON, CA US",7/25/2010,,0,0,0,80,61
USC00042706,"EL CAJON, CA US",7/26/2010,,0,0,0,76,62
USC00042706,"EL CAJON, CA US",7/27/2010,,0,0,0,78,60
USC00042706,"EL CAJON, CA US",7/28/2010,,0,0,0,81,58
USC00042706,"EL CAJON, CA US",7/29/2010,,0,0,0,81,58
USC00042706,"EL CAJON, CA US",7/30/2010,,0,0,0,78,62
USC00042706,"EL CAJON, CA US",7/31/2010,,0,0,0,84,61
USC00042706,"EL CAJON, CA US",8/1/2010,,0,0,0,85,57
USC00042706,"EL CAJON, CA US",8/2/2010,,0,0,0,86,59
USC00042706,"EL CAJON, CA US",8/3/2010,,0,0,0,87,63
USC00042706,"EL CAJON, CA US",8/4/2010,,0,0,0,86,63
USC00042706,"EL CAJON, CA US",8/5/2010,,0,0,0,83,63
USC00042706,"EL CAJON, CA US",8/6/2010,,0,0,0,78,61
USC00042706,"EL CAJON, CA US",8/7/2010,,0,0,0,81,60
USC00042706,"EL CAJON, CA US",8/8/2010,,0,0,0,75,60
USC00042706,"EL CAJON, CA US",8/9/2010,,0,0,0,78,54
USC00042706,"EL CAJON, CA US",8/10/2010,,0,0,0,82,54
USC00042706,"EL CAJON, CA US",8/11/2010,,0,0,0,84,60
USC00042706,"EL CAJON, CA US",8/12/2010,,0,0,0,86,57
USC00042706,"EL CAJON, CA US",8/13/2010,,0,0,0,84,59
USC00042706,"EL CAJON, CA US",8/14/2010,,0,0,0,87,59
USC00042706,"EL CAJON, CA US",8/15/2010,,0,0,0,89,57
USC00042706,"EL CAJON, CA US",8/16/2010,,0,0,0,90,58
USC00042706,"EL CAJON, CA US",8/17/2010,,0,0,0,95,65
USC00042706,"EL CAJON, CA US",8/18/2010,,0,0,0,99,71
USC00042706,"EL CAJON, CA US",8/19/2010,,0,0,0,98,70
USC00042706,"EL CAJON, CA US",8/20/2010,,0,0,0,97,68
USC00042706,"EL CAJON, CA US",8/21/2010,,0,0,0,98,64
USC00042706,"EL CAJON, CA US",8/22/2010,,0,0,0,97,65
USC00042706,"EL CAJON, CA US",8/23/2010,,0,0,0,98,65
USC00042706,"EL CAJON, CA US",8/24/2010,,0,0,0,100,68
USC00042706,"EL CAJON, CA US",8/25/2010,,0,0,0,103,70
USC00042706,"EL CAJON, CA US",8/26/2010,,0,0,0,98,71
USC00042706,"EL CAJON, CA US",8/27/2010,,0,0,0,99,67
USC00042706,"EL CAJON, CA US",8/28/2010,,0,0,0,74,60
USC00042706,"EL CAJON, CA US",8/29/2010,,0,0,0,76,59
USC00042706,"EL CAJON, CA US",8/30/2010,,0,0,0,76,60
USC00042706,"EL CAJON, CA US",8/31/2010,,0,0,0,82,56
USC00042706,"EL CAJON, CA US",9/1/2010,,0,0,0,88,58
USC00042706,"EL CAJON, CA US",9/2/2010,,0,0,0,91,59
USC00042706,"EL CAJON, CA US",9/3/2010,,0,0,0,98,59
USC00042706,"EL CAJON, CA US",9/4/2010,,0,0,0,101,64
USC00042706,"EL CAJON, CA US",9/5/2010,,0,0,0,96,62
USC00042706,"EL CAJON, CA US",9/6/2010,,0,0,0,81,60
USC00042706,"EL CAJON, CA US",9/7/2010,,0,0,0,80,60
USC00042706,"EL CAJON, CA US",9/8/2010,,0,0,0,73,61
USC00042706,"EL CAJON, CA US",9/9/2010,,0,0,0,72,62
USC00042706,"EL CAJON, CA US",9/10/2010,,0,0,0,79,53
USC00042706,"EL CAJON, CA US",9/11/2010,,0,0,0,84,58
USC00042706,"EL CAJON, CA US",9/12/2010,,0,0,0,87,58
USC00042706,"EL CAJON, CA US",9/13/2010,,0,0,0,88,58
USC00042706,"EL CAJON, CA US",9/14/2010,,0,0,0,88,60
USC00042706,"EL CAJON, CA US",9/15/2010,,0,0,0,88,58
USC00042706,"EL CAJON, CA US",9/16/2010,,0,0,0,84,56
USC00042706,"EL CAJON, CA US",9/17/2010,,0,0,0,83,57
USC00042706,"EL CAJON, CA US",9/18/2010,,0,0,0,87,53
USC00042706,"EL CAJON, CA US",9/19/2010,,0,0,0,85,54
USC00042706,"EL CAJON, CA US",9/20/2010,,0,0,0,85,54
USC00042706,"EL CAJON, CA US",9/21/2010,,0,0,0,80,52
USC00042706,"EL CAJON, CA US",9/22/2010,,0,0,0,79,53
USC00042706,"EL CAJON, CA US",9/23/2010,,0,0,0,78,50
USC00042706,"EL CAJON, CA US",9/24/2010,,0,0,0,89,59
USC00042706,"EL CAJON, CA US",9/25/2010,,0,0,0,97,53
USC00042706,"EL CAJON, CA US",9/26/2010,,0,0,0,105,61
USC00042706,"EL CAJON, CA US",9/27/2010,,0,0,0,109,68
USC00042706,"EL CAJON, CA US",9/28/2010,,0,0,0,90,75
USC00042706,"EL CAJON, CA US",9/29/2010,,0,0,0,92,68
USC00042706,"EL CAJON, CA US",9/30/2010,,0.28,0,0,85,69
USC00042706,"EL CAJON, CA US",10/1/2010,,0,0,0,84,65
USC00042706,"EL CAJON, CA US",10/2/2010,,0,0,0,84,66
USC00042706,"EL CAJON, CA US",10/3/2010,,0,0,0,79,64
USC00042706,"EL CAJON, CA US",10/4/2010,,0,0,0,67,63
USC00042706,"EL CAJON, CA US",10/5/2010,,0,0,0,68,57
USC00042706,"EL CAJON, CA US",10/6/2010,,0,0,0,69,56
USC00042706,"EL CAJON, CA US",10/7/2010,,0.2,0,0,74,55
USC00042706,"EL CAJON, CA US",10/8/2010,,0,0,0,80,50
USC00042706,"EL CAJON, CA US",10/9/2010,,0,0,0,85,52
USC00042706,"EL CAJON, CA US",10/10/2010,,0,0,0,90,58
USC00042706,"EL CAJON, CA US",10/11/2010,,0,0,0,80,57
USC00042706,"EL CAJON, CA US",10/12/2010,,0,0,0,82,60
USC00042706,"EL CAJON, CA US",10/13/2010,,0,0,0,79,58
USC00042706,"EL CAJON, CA US",10/14/2010,,0,0,0,83,58
USC00042706,"EL CAJON, CA US",10/15/2010,,0,0,0,74,61
USC00042706,"EL CAJON, CA US",10/16/2010,,0,0,0,72,61
USC00042706,"EL CAJON, CA US",10/17/2010,,0,0,0,67,60
USC00042706,"EL CAJON, CA US",10/18/2010,,0.03,0,0,67,60
USC00042706,"EL CAJON, CA US",10/19/2010,,0.42,0,0,65,56
USC00042706,"EL CAJON, CA US",10/20/2010,,1.45,0,0,65,57
USC00042706,"EL CAJON, CA US",10/21/2010,,0,0,0,68,59
USC00042706,"EL CAJON, CA US",10/22/2010,,0.1,0,0,69,56
USC00042706,"EL CAJON, CA US",10/23/2010,,0,0,0,69,56
USC00042706,"EL CAJON, CA US",10/24/2010,,0,0,0,72,58
USC00042706,"EL CAJON, CA US",10/25/2010,,0.01,0,0,75,56
USC00042706,"EL CAJON, CA US",10/26/2010,,0.15,0,0,69,55
USC00042706,"EL CAJON, CA US",10/27/2010,,0,0,0,83,49
USC00042706,"EL CAJON, CA US",10/28/2010,,0,0,0,85,48
USC00042706,"EL CAJON, CA US",10/29/2010,,0,0,0,86,49
USC00042706,"EL CAJON, CA US",10/30/2010,,0.18,0,0,74,54
USC00042706,"EL CAJON, CA US",10/31/2010,,0,0,0,68,47
USC00042706,"EL CAJON, CA US",11/1/2010,,0,0,0,87,48
USC00042706,"EL CAJON, CA US",11/2/2010,,0,0,0,92,51
USC00042706,"EL CAJON, CA US",11/3/2010,,0,0,0,96,60
USC00042706,"EL CAJON, CA US",11/4/2010,,0,0,0,97,55
USC00042706,"EL CAJON, CA US",11/5/2010,,0,0,0,90,54
USC00042706,"EL CAJON, CA US",11/6/2010,,0,0,0,76,52
USC00042706,"EL CAJON, CA US",11/7/2010,,0,0,0,70,50
USC00042706,"EL CAJON, CA US",11/8/2010,,0,0,0,64,57
USC00042706,"EL CAJON, CA US",11/9/2010,,0,0,0,69,46
USC00042706,"EL CAJON, CA US",11/10/2010,,0,0,0,65,44
USC00042706,"EL CAJON, CA US",11/11/2010,,0,0,0,74,47
USC00042706,"EL CAJON, CA US",11/12/2010,,0,0,0,78,40
USC00042706,"EL CAJON, CA US",11/13/2010,,0,0,0,78,42
USC00042706,"EL CAJON, CA US",11/14/2010,,0,0,0,78,42
USC00042706,"EL CAJON, CA US",11/15/2010,,0,0,0,76,45
USC00042706,"EL CAJON, CA US",11/16/2010,,0,0,0,70,45
USC00042706,"EL CAJON, CA US",11/17/2010,,0,0,0,80,43
USC00042706,"EL CAJON, CA US",11/18/2010,,0,0,0,74,47
USC00042706,"EL CAJON, CA US",11/19/2010,,0,0,0,62,54
USC00042706,"EL CAJON, CA US",11/20/2010,,0.2,0,0,59,57
USC00042706,"EL CAJON, CA US",11/21/2010,,0.9,0,0,59,50
USC00042706,"EL CAJON, CA US",11/22/2010,,0,0,0,72,44
USC00042706,"EL CAJON, CA US",11/23/2010,,0.02,0,0,63,41
USC00042706,"EL CAJON, CA US",11/24/2010,,0.07,0,0,56,49
USC00042706,"EL CAJON, CA US",11/25/2010,,0,0,0,64,36
USC00042706,"EL CAJON, CA US",11/26/2010,,0,0,0,69,31
USC00042706,"EL CAJON, CA US",11/27/2010,,0.08,0,0,64,34
USC00042706,"EL CAJON, CA US",11/28/2010,,0,0,0,57,46
USC00042706,"EL CAJON, CA US",11/29/2010,,0,0,0,65,34
USC00042706,"EL CAJON, CA US",11/30/2010,,0,0,0,70,30
USC00042706,"EL CAJON, CA US",12/1/2010,,0,0,0,77,31
USC00042706,"EL CAJON, CA US",12/2/2010,,0,0,0,77,37
USC00042706,"EL CAJON, CA US",12/3/2010,,0,0,0,73,41
USC00042706,"EL CAJON, CA US",12/4/2010,,0,0,0,68,42
USC00042706,"EL CAJON, CA US",12/5/2010,,0,0,0,71,44
USC00042706,"EL CAJON, CA US",12/6/2010,,0,0,0,68,48
USC00042706,"EL CAJON, CA US",12/7/2010,,0,0,0,77,39
USC00042706,"EL CAJON, CA US",12/8/2010,,0,0,0,78,39
USC00042706,"EL CAJON, CA US",12/9/2010,,0,0,0,74,40
USC00042706,"EL CAJON, CA US",12/10/2010,,0,0,0,77,41
USC00042706,"EL CAJON, CA US",12/11/2010,,0,0,0,77,44
USC00042706,"EL CAJON, CA US",12/12/2010,,0,0,0,90,48
USC00042706,"EL CAJON, CA US",12/13/2010,,0,0,0,91,44
USC00042706,"EL CAJON, CA US",12/14/2010,,0,0,0,73,46
USC00042706,"EL CAJON, CA US",12/15/2010,,0,0,0,62,48
USC00042706,"EL CAJON, CA US",12/16/2010,,0.01,0,0,58,52
USC00042706,"EL CAJON, CA US",12/17/2010,,0.01,0,0,64,44
USC00042706,"EL CAJON, CA US",12/18/2010,,0.3,0,0,62,55
USC00042706,"EL CAJON, CA US",12/19/2010,,0.3,0,0,60,56
USC00042706,"EL CAJON, CA US",12/20/2010,,0.3,0,0,60,51
USC00042706,"EL CAJON, CA US",12/21/2010,,1.8,0,0,60,52
USC00042706,"EL CAJON, CA US",12/22/2010,,3.8,0,0,60,52
USC00042706,"EL CAJON, CA US",12/23/2010,,0.3,0,0,62,46
USC00042706,"EL CAJON, CA US",12/24/2010,,0,0,0,70,42
USC00042706,"EL CAJON, CA US",12/25/2010,,0,0,0,63,40
USC00042706,"EL CAJON, CA US",12/26/2010,,0.03,0,0,63,40
USC00042706,"EL CAJON, CA US",12/27/2010,,0,0,0,69,41
USC00042706,"EL CAJON, CA US",12/28/2010,,0,0,0,66,40
USC00042706,"EL CAJON, CA US",12/29/2010,,1,0,0,54,47
USC00042706,"EL CAJON, CA US",12/30/2010,,0,0,0,54,40
USC00042706,"EL CAJON, CA US",12/31/2010,,0,0,0,57,33
USC00042706,"EL CAJON, CA US",1/1/2011,,0,,,62,35
USC00042706,"EL CAJON, CA US",1/2/2011,,0,,,61,35
USC00042706,"EL CAJON, CA US",1/3/2011,,0.5,,,61,35
USC00042706,"EL CAJON, CA US",1/4/2011,,0,,,67,37
USC00042706,"EL CAJON, CA US",1/5/2011,,0,,,73,37
USC00042706,"EL CAJON, CA US",1/6/2011,,0,,,71,37
USC00042706,"EL CAJON, CA US",1/7/2011,,0,,,74,38
USC00042706,"EL CAJON, CA US",1/8/2011,,0,,,57,43
USC00042706,"EL CAJON, CA US",1/9/2011,,0,,,57,47
USC00042706,"EL CAJON, CA US",1/10/2011,,0,,,68,43
USC00042706,"EL CAJON, CA US",1/11/2011,,0,,,71,39
USC00042706,"EL CAJON, CA US",1/12/2011,,0,,,75,42
USC00042706,"EL CAJON, CA US",1/13/2011,,0,,,78,41
USC00042706,"EL CAJON, CA US",1/14/2011,,0,,,84,41
USC00042706,"EL CAJON, CA US",1/15/2011,,0,,,80,43
USC00042706,"EL CAJON, CA US",1/16/2011,,0,,,83,43
USC00042706,"EL CAJON, CA US",1/17/2011,,0,,,87,49
USC00042706,"EL CAJON, CA US",1/18/2011,,0,,,88,43
USC00042706,"EL CAJON, CA US",1/19/2011,,0,,,68,48
USC00042706,"EL CAJON, CA US",1/20/2011,,0,,,79,47
USC00042706,"EL CAJON, CA US",1/21/2011,,0,,,76,37
USC00042706,"EL CAJON, CA US",1/22/2011,,0,,,79,39
USC00042706,"EL CAJON, CA US",1/23/2011,,0,,,75,42
USC00042706,"EL CAJON, CA US",1/24/2011,,0,,,74,34
USC00042706,"EL CAJON, CA US",1/25/2011,,0,,,74,39
USC00042706,"EL CAJON, CA US",1/26/2011,,0,,,77,39
USC00042706,"EL CAJON, CA US",1/27/2011,,0,,,79,36
USC00042706,"EL CAJON, CA US",1/28/2011,,0,,,78,38
USC00042706,"EL CAJON, CA US",1/29/2011,,0,,,79,38
USC00042706,"EL CAJON, CA US",1/30/2011,,0.11,,,60,52
USC00042706,"EL CAJON, CA US",1/31/2011,,0.13,,,65,47
USC00042706,"EL CAJON, CA US",2/1/2011,,0,,,62,41
USC00042706,"EL CAJON, CA US",2/2/2011,,0,,,60,42
USC00042706,"EL CAJON, CA US",2/3/2011,,0,,,65,38
USC00042706,"EL CAJON, CA US",2/4/2011,,0,,,67,34
USC00042706,"EL CAJON, CA US",2/5/2011,,0,,,57,40
USC00042706,"EL CAJON, CA US",2/6/2011,,0,,,81,42
USC00042706,"EL CAJON, CA US",2/7/2011,,0,,,75,44
USC00042706,"EL CAJON, CA US",2/8/2011,,0,,,60,51
USC00042706,"EL CAJON, CA US",2/9/2011,,0,,,73,41
USC00042706,"EL CAJON, CA US",2/10/2011,,0,,,74,38
USC00042706,"EL CAJON, CA US",2/11/2011,,0,,,67,33
USC00042706,"EL CAJON, CA US",2/12/2011,,0,,,81,35
USC00042706,"EL CAJON, CA US",2/13/2011,,0,,,72,38
USC00042706,"EL CAJON, CA US",2/14/2011,,0,,,66,42
USC00042706,"EL CAJON, CA US",2/15/2011,,0,,,68,43
USC00042706,"EL CAJON, CA US",2/16/2011,,0.02,,,64,54
USC00042706,"EL CAJON, CA US",2/17/2011,,0.35,,,58,46
USC00042706,"EL CAJON, CA US",2/18/2011,,0,,,65,47
USC00042706,"EL CAJON, CA US",2/19/2011,,1.3,,,57,51
USC00042706,"EL CAJON, CA US",2/20/2011,,0.55,,,57,42
USC00042706,"EL CAJON, CA US",2/21/2011,,0,,,59,39
USC00042706,"EL CAJON, CA US",2/22/2011,,0,,,63,39
USC00042706,"EL CAJON, CA US",2/23/2011,,0,,,59,45
USC00042706,"EL CAJON, CA US",2/24/2011,,0,,,58,48
USC00042706,"EL CAJON, CA US",2/25/2011,,0,,,57,50
USC00042706,"EL CAJON, CA US",2/26/2011,,0.88,,,51,47
USC00042706,"EL CAJON, CA US",2/27/2011,,0.7,,,57,36
USC00042706,"EL CAJON, CA US",2/28/2011,,0,,,67,35
USC00042706,"EL CAJON, CA US",3/1/2011,,0,,,70,35
USC00042706,"EL CAJON, CA US",3/2/2011,,0,,,66,42
USC00042706,"EL CAJON, CA US",3/3/2011,,0,,,71,35
USC00042706,"EL CAJON, CA US",3/4/2011,,0,,,74,49
USC00042706,"EL CAJON, CA US",3/5/2011,,0,,,83,45
USC00042706,"EL CAJON, CA US",3/6/2011,,0,,,67,45
USC00042706,"EL CAJON, CA US",3/7/2011,,0.35,,,58,52
USC00042706,"EL CAJON, CA US",3/8/2011,,0,,,69,44
USC00042706,"EL CAJON, CA US",3/9/2011,,0,,,82,43
USC00042706,"EL CAJON, CA US",3/10/2011,,0,,,79,45
USC00042706,"EL CAJON, CA US",3/11/2011,,0,,,74,45
USC00042706,"EL CAJON, CA US",3/12/2011,,0,,,65,53
USC00042706,"EL CAJON, CA US",3/13/2011,,0,,,70,47
USC00042706,"EL CAJON, CA US",3/14/2011,,0,,,79,46
USC00042706,"EL CAJON, CA US",3/15/2011,,0,,,76,49
USC00042706,"EL CAJON, CA US",3/16/2011,,0,,,74,48
USC00042706,"EL CAJON, CA US",3/17/2011,,0,,,73,51
USC00042706,"EL CAJON, CA US",3/18/2011,,0,,,70,44
USC00042706,"EL CAJON, CA US",3/19/2011,,0,,,62,45
USC00042706,"EL CAJON, CA US",3/20/2011,,0,,,60,51
USC00042706,"EL CAJON, CA US",3/21/2011,,1.15,,,59,49
USC00042706,"EL CAJON, CA US",3/22/2011,,0.15,,,60,47
USC00042706,"EL CAJON, CA US",3/23/2011,,0,,,68,40
USC00042706,"EL CAJON, CA US",3/24/2011,,0.33,,,63,45
USC00042706,"EL CAJON, CA US",3/25/2011,,0.02,,,62,46
USC00042706,"EL CAJON, CA US",3/26/2011,,0.07,,,62,45
USC00042706,"EL CAJON, CA US",3/27/2011,,0,,,62,52
USC00042706,"EL CAJON, CA US",3/28/2011,,0,,,64,54
USC00042706,"EL CAJON, CA US",3/29/2011,,0,,,75,43
USC00042706,"EL CAJON, CA US",3/30/2011,,0,,,82,49
USC00042706,"EL CAJON, CA US",3/31/2011,,0,,,88,59
USC00042706,"EL CAJON, CA US",4/1/2011,,0,,,91,55
USC00042706,"EL CAJON, CA US",4/2/2011,,0,,,82,57
USC00042706,"EL CAJON, CA US",4/3/2011,,0,,,66,57
USC00042706,"EL CAJON, CA US",4/4/2011,,0,,,78,50
USC00042706,"EL CAJON, CA US",4/5/2011,,0,,,75,51
USC00042706,"EL CAJON, CA US",4/6/2011,,0,,,73,57
USC00042706,"EL CAJON, CA US",4/7/2011,,0.05,,,63,56
USC00042706,"EL CAJON, CA US",4/8/2011,,0.32,,,60,47
USC00042706,"EL CAJON, CA US",4/9/2011,,0.12,,,61,40
USC00042706,"EL CAJON, CA US",4/10/2011,,0,,,66,42
USC00042706,"EL CAJON, CA US",4/11/2011,,0,,,75,40
USC00042706,"EL CAJON, CA US",4/12/2011,,0,,,71,52
USC00042706,"EL CAJON, CA US",4/13/2011,,0,,,64,53
USC00042706,"EL CAJON, CA US",4/14/2011,,0,,,76,45
USC00042706,"EL CAJON, CA US",4/15/2011,,0,,,85,45
USC00042706,"EL CAJON, CA US",4/16/2011,,0,,,93,46
USC00042706,"EL CAJON, CA US",4/17/2011,,0,,,86,53
USC00042706,"EL CAJON, CA US",4/18/2011,,0,,,67,53
USC00042706,"EL CAJON, CA US",4/19/2011,,0,,,71,56
USC00042706,"EL CAJON, CA US",4/20/2011,,0,,,72,56
USC00042706,"EL CAJON, CA US",4/22/2011,,0,,,72,56
USC00042706,"EL CAJON, CA US",4/24/2011,,0,,,70,51
USC00042706,"EL CAJON, CA US",4/25/2011,,0,,,75,56
USC00042706,"EL CAJON, CA US",4/28/2011,,0,,,87,51
USC00042706,"EL CAJON, CA US",4/29/2011,,0,,,87,51
USC00042706,"EL CAJON, CA US",4/30/2011,,0,,,80,50
USC00042706,"EL CAJON, CA US",5/1/2011,,0,,,84,47
USC00042706,"EL CAJON, CA US",5/2/2011,,0,,,87,48
USC00042706,"EL CAJON, CA US",5/3/2011,,0,,,94,50
USC00042706,"EL CAJON, CA US",5/4/2011,,0,,,88,53
USC00042706,"EL CAJON, CA US",5/5/2011,,0,,,94,50
USC00042706,"EL CAJON, CA US",5/6/2011,,0,,,76,55
USC00042706,"EL CAJON, CA US",5/7/2011,,0,,,78,55
USC00042706,"EL CAJON, CA US",5/8/2011,,0,,,66,57
USC00042706,"EL CAJON, CA US",5/9/2011,,0,,,63,54
USC00042706,"EL CAJON, CA US",5/10/2011,,0,,,71,50
USC00042706,"EL CAJON, CA US",5/11/2011,,0,,,73,55
USC00042706,"EL CAJON, CA US",5/12/2011,,0,,,80,53
USC00042706,"EL CAJON, CA US",5/13/2011,,0,,,75,59
USC00042706,"EL CAJON, CA US",5/14/2011,,0,,,80,54
USC00042706,"EL CAJON, CA US",5/15/2011,,0,,,66,55
USC00042706,"EL CAJON, CA US",5/16/2011,,0,,,68,61
USC00042706,"EL CAJON, CA US",5/17/2011,,0.1,,,64,53
USC00042706,"EL CAJON, CA US",5/18/2011,,0.2,,,63,54
USC00042706,"EL CAJON, CA US",5/19/2011,,0,,,71,48
USC00042706,"EL CAJON, CA US",5/20/2011,,0,,,74,56
USC00042706,"EL CAJON, CA US",5/21/2011,,0,,,79,58
USC00042706,"EL CAJON, CA US",5/22/2011,,0,,,70,57
USC00042706,"EL CAJON, CA US",5/23/2011,,0,,,69,56
USC00042706,"EL CAJON, CA US",5/24/2011,,0,,,71,51
USC00042706,"EL CAJON, CA US",5/25/2011,,0,,,80,51
USC00042706,"EL CAJON, CA US",5/26/2011,,0,,,79,54
USC00042706,"EL CAJON, CA US",5/27/2011,,0,,,79,55
USC00042706,"EL CAJON, CA US",5/28/2011,,0,,,82,55
USC00042706,"EL CAJON, CA US",5/29/2011,,0.13,,,67,54
USC00042706,"EL CAJON, CA US",5/30/2011,,0,,,78,47
USC00042706,"EL CAJON, CA US",5/31/2011,,0,,,77,51
USC00042706,"EL CAJON, CA US",6/1/2011,,0,,,80,50
USC00042706,"EL CAJON, CA US",6/2/2011,,0,,,73,49
USC00042706,"EL CAJON, CA US",6/3/2011,,0,,,78,49
USC00042706,"EL CAJON, CA US",6/4/2011,,0,,,70,54
USC00042706,"EL CAJON, CA US",6/5/2011,,0,,,78,51
USC00042706,"EL CAJON, CA US",6/6/2011,,0.05,,,74,57
USC00042706,"EL CAJON, CA US",6/7/2011,,0,,,75,54
USC00042706,"EL CAJON, CA US",6/8/2011,,0,,,75,53
USC00042706,"EL CAJON, CA US",6/9/2011,,0,,,72,58
USC00042706,"EL CAJON, CA US",6/10/2011,,0,,,75,57
USC00042706,"EL CAJON, CA US",6/11/2011,,0,,,72,60
USC00042706,"EL CAJON, CA US",6/12/2011,,0,,,72,58
USC00042706,"EL CAJON, CA US",6/13/2011,,0,,,75,59
USC00042706,"EL CAJON, CA US",6/14/2011,,0,,,82,58
USC00042706,"EL CAJON, CA US",6/15/2011,,0,,,78,59
USC00042706,"EL CAJON, CA US",6/16/2011,,0,,,79,58
USC00042706,"EL CAJON, CA US",6/17/2011,,0,,,73,60
USC00042706,"EL CAJON, CA US",6/18/2011,,0,,,77,58
USC00042706,"EL CAJON, CA US",6/19/2011,,0,,,78,58
USC00042706,"EL CAJON, CA US",6/20/2011,,0,,,81,58
USC00042706,"EL CAJON, CA US",6/21/2011,,0,,,89,58
USC00042706,"EL CAJON, CA US",6/22/2011,,0,,,87,63
USC00042706,"EL CAJON, CA US",6/23/2011,,0,,,80,62
USC00042706,"EL CAJON, CA US",6/24/2011,,0,,,76,61
USC00042706,"EL CAJON, CA US",6/25/2011,,0,,,81,61
USC00042706,"EL CAJON, CA US",6/26/2011,,0,,,84,58
USC00042706,"EL CAJON, CA US",6/27/2011,,0,,,87,57
USC00042706,"EL CAJON, CA US",6/28/2011,,0,,,83,60
USC00042706,"EL CAJON, CA US",6/29/2011,,0,,,81,57
USC00042706,"EL CAJON, CA US",6/30/2011,,0,,,84,60
USC00042706,"EL CAJON, CA US",7/1/2011,,0,,,90,58
USC00042706,"EL CAJON, CA US",7/2/2011,,0,,,88,61
USC00042706,"EL CAJON, CA US",7/3/2011,,0,,,84,62
USC00042706,"EL CAJON, CA US",7/4/2011,,0,,,86,65
USC00042706,"EL CAJON, CA US",7/5/2011,,0,,,91,68
USC00042706,"EL CAJON, CA US",7/6/2011,,0,,,92,69
USC00042706,"EL CAJON, CA US",7/7/2011,,0,,,95,70
USC00042706,"EL CAJON, CA US",7/8/2011,,0,,,90,68
USC00042706,"EL CAJON, CA US",7/9/2011,,0,,,89,64
USC00042706,"EL CAJON, CA US",7/10/2011,,0,,,85,66
USC00042706,"EL CAJON, CA US",7/11/2011,,0,,,76,61
USC00042706,"EL CAJON, CA US",7/12/2011,,0,,,77,61
USC00042706,"EL CAJON, CA US",7/13/2011,,0,,,78,60
USC00042706,"EL CAJON, CA US",7/14/2011,,0,,,78,62
